property_type,location,size_sqm,year,month,bedrooms,bathrooms,usd_rate,iron_price,cement_price,usd_lag_3,iron_lag_3,cement_lag_3,seasonality_factor,base_price,economic_factor,price_egp
Apartment,Sheikh Zayed,251,2024,3,5,5,31.32,25956.45,2358.57,32.76,25710.73,2464.03,1.0,4267000.0,1.69,7411237.56
Villa,North Coast,391,2024,3,7,8,32.54,26172.14,2398.33,32.2,26350.2,2512.28,1.0,14076000.0,1.71,24452762.8
Villa,Cairo,174,2024,3,4,4,32.81,26322.69,2471.51,32.97,27799.77,2529.53,1.0,3758400.0,1.71,6750492.71
Apartment,North Coast,87,2024,3,2,2,32.82,26852.75,2518.46,31.32,25956.45,2358.57,1.0,1740000.0,1.72,3081600.65
Apartment,Sheikh Zayed,166,2024,3,3,2,32.87,26634.1,2436.29,32.54,26172.14,2398.33,1.0,2822000.0,1.72,4680507.26
Apartment,North Coast,231,2024,3,3,2,32.92,26594.17,2490.58,32.81,26322.69,2471.51,1.0,4620000.0,1.72,7943774.81
Apartment,North Coast,380,2024,3,5,4,32.71,26121.84,2520.95,32.82,26852.75,2518.46,1.0,7600000.0,1.71,14031969.24
Apartment,Sheikh Zayed,126,2024,3,1,1,32.93,26629.78,2495.88,32.87,26634.1,2436.29,1.0,2142000.0,1.72,3453711.58
Apartment,6th October,348,2024,3,5,4,32.29,25250.03,2334.86,32.92,26594.17,2490.58,1.0,4872000.0,1.69,8040995.37
Apartment,Sheikh Zayed,277,2024,3,5,5,33.16,26283.08,2398.47,32.71,26121.84,2520.95,1.0,4709000.0,1.71,8624852.68
Apartment,North Coast,312,2024,3,5,4,32.35,27069.45,2516.65,32.93,26629.78,2495.88,1.0,6240000.0,1.72,10441446.43
Villa,Cairo,375,2024,3,7,8,33.16,27017.23,2463.61,32.29,25250.03,2334.86,1.0,8100000.0,1.72,13727036.4
Apartment,Sheikh Zayed,344,2024,3,5,4,32.58,26224.4,2445.4,33.16,26283.08,2398.47,1.0,5848000.0,1.71,9640177.81
Villa,North Coast,330,2024,3,7,7,32.7,25804.48,2463.46,32.35,27069.45,2516.65,1.0,11880000.0,1.71,21915327.98
Apartment,North Coast,344,2024,3,5,5,33.04,27525.61,2523.45,33.16,27017.23,2463.61,1.0,6880000.0,1.73,12304014.4
Apartment,6th October,134,2024,3,2,1,33.35,26365.28,2428.52,32.58,26224.4,2445.4,1.0,1876000.0,1.72,3036328.91
Villa,Cairo,243,2024,3,6,6,32.62,25833.16,2410.58,32.7,25804.48,2463.46,1.0,5248800.0,1.71,9396578.23
Villa,New Cairo,329,2024,3,7,8,32.72,26444.98,2385.54,33.04,27525.61,2523.45,1.0,10659600.0,1.71,16554121.1
Apartment,North Coast,68,2024,3,1,1,31.32,25390.08,2262.83,33.35,26365.28,2428.52,1.0,1360000.0,1.68,2237792.47
Villa,Sheikh Zayed,159,2024,3,5,5,32.18,25083.97,2429.57,32.62,25833.16,2410.58,1.0,4865400.0,1.69,8918143.56
Villa,North Coast,239,2024,3,5,6,31.86,25211.71,2349.93,32.72,26444.98,2385.54,1.0,8604000.0,1.69,15077132.63
Apartment,New Cairo,149,2024,3,1,1,32.42,26111.67,2469.19,31.32,25390.08,2262.83,1.0,2682000.0,1.71,4851623.56
Apartment,North Coast,138,2024,3,3,2,32.29,25582.67,2384.37,32.18,25083.97,2429.57,1.0,2760000.0,1.7,5090707.39
Apartment,Sheikh Zayed,159,2024,3,4,4,32.24,25341.94,2344.48,31.86,25211.71,2349.93,1.0,2703000.0,1.69,4827477.62
Apartment,New Cairo,108,2024,3,1,1,32.12,25326.92,2458.67,32.42,26111.67,2469.19,1.0,1944000.0,1.7,3028223.96
Apartment,North Coast,60,2024,3,1,1,32.9,26358.42,2471.28,32.29,25582.67,2384.37,1.0,1200000.0,1.72,1948466.41
Apartment,Sheikh Zayed,100,2024,3,2,1,31.75,25809.95,2379.17,32.24,25341.94,2344.48,1.0,1700000.0,1.69,2880725.72
Villa,New Cairo,290,2024,3,6,7,32.1,26471.48,2399.65,32.12,25326.92,2458.67,1.0,9396000.0,1.71,14468689.9
Apartment,New Cairo,344,2024,3,5,5,32.67,25733.12,2463.47,32.9,26358.42,2471.28,1.0,6192000.0,1.71,10834344.7
Villa,North Coast,201,2024,3,6,6,33.14,26478.0,2542.12,31.75,25809.95,2379.17,1.0,7236000.0,1.72,12861920.66
Apartment,Cairo,197,2024,4,2,2,32.19,25762.03,2429.83,32.1,26471.48,2399.65,1.0,2364000.0,1.7,4179304.06
Apartment,New Cairo,317,2024,4,5,5,33.19,26870.27,2482.95,32.67,25733.12,2463.47,1.0,5706000.0,1.72,9951060.06
Apartment,Cairo,247,2024,4,4,3,31.3,25659.6,2342.25,33.14,26478.0,2542.12,1.0,2964000.0,1.69,4951850.36
Apartment,New Cairo,126,2024,4,1,1,32.67,26508.09,2421.84,32.19,25762.03,2429.83,1.0,2268000.0,1.71,4161116.71
Villa,6th October,160,2024,4,5,6,32.83,27030.56,2275.72,33.19,26870.27,2482.95,1.0,4032000.0,1.71,7273475.12
Apartment,North Coast,367,2024,4,5,4,32.19,26192.04,2362.13,31.3,25659.6,2342.25,1.0,7340000.0,1.7,12772552.37
Apartment,6th October,322,2024,4,5,5,32.03,26562.62,2348.2,32.67,26508.09,2421.84,1.0,4508000.0,1.7,6981401.31
Villa,North Coast,113,2024,4,4,4,32.75,25720.71,2382.97,32.83,27030.56,2275.72,1.0,4068000.0,1.7,7200177.2
Villa,Cairo,399,2024,4,7,7,32.67,25607.24,2414.61,32.19,26192.04,2362.13,1.0,8618400.0,1.7,14852610.12
Apartment,New Cairo,263,2024,4,5,4,32.29,26807.19,2400.72,32.03,26562.62,2348.2,1.0,4734000.0,1.71,8413372.91
Villa,North Coast,269,2024,4,6,6,32.56,26417.87,2374.52,32.75,25720.71,2382.97,1.0,9684000.0,1.71,15920701.5
Apartment,North Coast,218,2024,4,4,4,32.4,26499.57,2483.08,32.67,25607.24,2414.61,1.0,4360000.0,1.71,7883252.64
Apartment,North Coast,104,2024,4,3,3,33.33,27251.42,2496.62,32.29,26807.19,2400.72,1.0,2080000.0,1.73,3540730.03
Apartment,Cairo,145,2024,4,3,3,33.05,26147.36,2462.92,32.56,26417.87,2374.52,1.0,1740000.0,1.72,3219788.15
Apartment,North Coast,187,2024,4,2,2,32.81,26098.54,2472.92,32.4,26499.57,2483.08,1.0,3740000.0,1.71,5898403.75
Apartment,North Coast,355,2024,4,5,5,33.66,27242.28,2397.22,33.33,27251.42,2496.62,1.0,7100000.0,1.73,12237397.51
Villa,North Coast,138,2024,4,3,3,33.24,26448.0,2374.69,33.05,26147.36,2462.92,1.0,4968000.0,1.72,8021629.75
Apartment,Sheikh Zayed,239,2024,4,3,2,33.35,26396.78,2528.41,32.81,26098.54,2472.92,1.0,4063000.0,1.72,6938976.18
Villa,Sheikh Zayed,98,2024,4,3,3,33.52,26126.29,2595.22,33.66,27242.28,2397.22,1.0,2998800.0,1.73,5025273.28
Apartment,North Coast,104,2024,4,2,2,32.66,26775.89,2435.63,33.24,26448.0,2374.69,1.0,2080000.0,1.72,3786153.23
Villa,North Coast,241,2024,4,6,7,32.13,25793.7,2519.08,33.35,26396.78,2528.41,1.0,8676000.0,1.71,13809529.53
Apartment,6th October,95,2024,4,1,1,31.85,26366.33,2392.66,33.52,26126.29,2595.22,1.0,1330000.0,1.7,2308104.58
Villa,North Coast,182,2024,4,4,5,33.12,26806.05,2420.45,32.66,26775.89,2435.63,1.0,6552000.0,1.72,11060330.25
Villa,New Cairo,290,2024,4,6,6,32.27,26831.04,2462.45,32.13,25793.7,2519.08,1.0,9396000.0,1.71,16164098.31
Apartment,Sheikh Zayed,336,2024,4,5,5,34.42,26364.48,2413.43,31.85,26366.33,2392.66,1.0,5712000.0,1.73,10296622.88
Apartment,Sheikh Zayed,74,2024,4,1,1,32.34,24735.28,2387.58,33.12,26806.05,2420.45,1.0,1258000.0,1.69,2065406.0
Apartment,Sheikh Zayed,95,2024,4,2,2,32.26,27005.31,2371.45,32.27,26831.04,2462.45,1.0,1615000.0,1.71,2690091.95
Apartment,6th October,371,2024,4,5,5,33.16,27084.23,2397.85,34.42,26364.48,2413.43,1.0,5194000.0,1.72,8188490.7
Villa,North Coast,198,2024,4,5,6,33.17,26073.34,2433.64,32.34,24735.28,2387.58,1.0,7128000.0,1.71,12345245.22
Apartment,North Coast,252,2024,4,5,4,33.67,26426.3,2498.25,32.26,27005.31,2371.45,1.0,5040000.0,1.73,8554072.45
Apartment,Cairo,153,2024,4,2,1,32.66,26351.02,2498.33,33.16,27084.23,2397.85,1.0,1836000.0,1.71,3345361.85
Apartment,Sheikh Zayed,155,2024,4,4,3,33.36,26580.97,2520.28,33.17,26073.34,2433.64,1.0,2635000.0,1.73,4491369.73
Studio,North Coast,157,2024,4,1,1,32.71,26021.34,2355.65,33.67,26426.3,2498.25,1.0,2826000.0,1.71,5272218.85
Villa,Sheikh Zayed,317,2024,4,7,8,33.06,26108.9,2567.74,32.66,26351.02,2498.33,1.0,9700200.0,1.72,15590273.89
Villa,North Coast,239,2024,4,5,5,32.69,26104.86,2496.78,33.36,26580.97,2520.28,1.0,8604000.0,1.71,14050202.56
Villa,New Cairo,266,2024,4,7,7,33.76,27125.22,2489.87,32.71,26021.34,2355.65,1.0,8618400.0,1.73,14615476.52
Villa,North Coast,177,2024,4,5,5,33.94,26977.01,2564.16,33.06,26108.9,2567.74,1.0,6372000.0,1.74,10340717.78
Apartment,6th October,141,2024,4,2,2,32.21,25861.12,2364.59,32.69,26104.86,2496.78,1.0,1974000.0,1.7,3670578.67
Apartment,Cairo,133,2024,4,3,2,33.45,26391.36,2514.76,33.76,27125.22,2489.87,1.0,1596000.0,1.72,2829331.48
Villa,Sheikh Zayed,117,2024,4,3,4,32.35,27247.29,2320.82,33.94,26977.01,2564.16,1.0,3580200.0,1.71,5530173.83
Apartment,Sheikh Zayed,217,2024,4,4,4,33.4,26412.1,2454.69,32.21,25861.12,2364.59,1.0,3689000.0,1.72,6447953.94
Apartment,Sheikh Zayed,242,2024,4,3,3,33.64,27082.48,2550.41,33.45,26391.36,2514.76,1.0,4114000.0,1.73,7538357.04
Apartment,Cairo,319,2024,4,5,4,32.35,27405.29,2394.44,32.35,27247.29,2320.82,1.0,3828000.0,1.72,5983700.9
Villa,Cairo,128,2024,4,4,4,32.22,26455.98,2390.33,33.4,26412.1,2454.69,1.0,2764800.0,1.71,4791058.29
Apartment,Sheikh Zayed,72,2024,4,2,1,32.59,26531.2,2399.22,33.64,27082.48,2550.41,1.0,1224000.0,1.71,2041806.6
Villa,6th October,232,2024,4,5,6,33.42,27329.66,2461.34,32.35,27405.29,2394.44,1.0,5846400.0,1.73,10282671.05
Apartment,6th October,266,2024,4,4,4,33.08,27236.68,2403.5,32.22,26455.98,2390.33,1.0,3724000.0,1.72,6100249.61
Villa,North Coast,342,2024,4,7,8,32.72,26348.35,2515.29,32.59,26531.2,2399.22,1.0,12312000.0,1.72,21835084.01
Villa,Cairo,108,2024,4,4,4,33.21,25942.04,2400.67,33.42,27329.66,2461.34,1.0,2332800.0,1.71,4129590.5
Villa,New Cairo,310,2024,4,7,8,32.71,26277.57,2451.7,33.08,27236.68,2403.5,1.0,10044000.0,1.71,17335853.52
Apartment,Sheikh Zayed,356,2024,4,5,5,32.93,26752.95,2488.57,32.72,26348.35,2515.29,1.0,6052000.0,1.72,11299637.32
Apartment,New Cairo,176,2024,4,3,3,33.14,26395.97,2420.03,33.21,25942.04,2400.67,1.0,3168000.0,1.72,5882616.65
Apartment,New Cairo,318,2024,4,5,4,33.11,26437.48,2382.53,32.71,26277.57,2451.7,1.0,5724000.0,1.71,8926076.19
Villa,6th October,316,2024,4,7,8,33.72,27667.84,2456.96,32.93,26752.95,2488.57,1.0,7963200.0,1.74,13248540.17
Villa,North Coast,80,2024,4,3,4,32.27,26530.25,2393.95,33.14,26395.97,2420.03,1.0,2880000.0,1.71,4784792.99
Apartment,North Coast,74,2024,4,1,1,33.35,26971.99,2513.61,33.11,26437.48,2382.53,1.0,1480000.0,1.73,2331225.08
Villa,Sheikh Zayed,202,2024,4,5,5,32.41,25689.15,2413.3,33.72,27667.84,2456.96,1.0,6181200.0,1.7,10568242.7
Apartment,Sheikh Zayed,377,2024,4,5,4,32.69,26220.0,2434.4,32.27,26530.25,2393.95,1.0,6409000.0,1.71,9921828.99
Apartment,New Cairo,105,2024,4,1,1,32.81,26597.46,2370.35,33.35,26971.99,2513.61,1.0,1890000.0,1.71,3352116.8
Apartment,6th October,384,2024,4,5,4,32.68,26668.25,2424.52,32.41,25689.15,2413.3,1.0,5376000.0,1.71,8301612.32
Apartment,Cairo,379,2024,4,5,4,32.23,26907.77,2483.2,32.69,26220.0,2434.4,1.0,4548000.0,1.72,7071772.27
Apartment,6th October,249,2024,4,3,3,32.68,26673.99,2488.74,32.81,26597.46,2370.35,1.0,3486000.0,1.72,6388577.48
Apartment,New Cairo,158,2024,4,2,1,33.04,26252.39,2427.06,32.68,26668.25,2424.52,1.0,2844000.0,1.71,4634289.8
Apartment,New Cairo,190,2024,4,3,2,32.84,27362.98,2483.75,32.23,26907.77,2483.2,1.0,3420000.0,1.73,5409361.28
Apartment,6th October,120,2024,4,2,2,33.65,26687.35,2475.61,32.68,26673.99,2488.74,1.0,1680000.0,1.73,2843314.45
Apartment,Cairo,72,2024,4,2,1,32.87,26891.23,2468.51,33.04,26252.39,2427.06,1.0,864000.0,1.72,1353400.26
Apartment,Sheikh Zayed,267,2024,4,5,5,32.93,26177.59,2431.84,32.84,27362.98,2483.75,1.0,4539000.0,1.71,8163197.37
Studio,Cairo,353,2024,4,1,1,33.02,26121.06,2402.63,33.65,26687.35,2475.61,1.0,3812400.0,1.71,6517414.55
Villa,6th October,375,2024,4,7,8,32.87,25755.43,2392.4,32.87,26891.23,2468.51,1.0,9450000.0,1.71,16287520.45
Apartment,6th October,124,2024,4,2,1,33.17,25945.48,2485.09,32.93,26177.59,2431.84,1.0,1736000.0,1.72,3128730.98
Apartment,Sheikh Zayed,73,2024,4,1,1,32.68,26103.16,2301.72,33.02,26121.06,2402.63,1.0,1241000.0,1.7,2233563.96
Apartment,North Coast,202,2024,4,5,5,32.36,26834.47,2471.27,32.87,25755.43,2392.4,1.0,4040000.0,1.72,6426498.15
Studio,North Coast,321,2024,4,1,1,32.91,26587.49,2433.59,33.17,25945.48,2485.09,1.0,5778000.0,1.72,9483074.88
Apartment,New Cairo,116,2024,4,2,2,33.14,25683.65,2425.09,32.68,26103.16,2301.72,1.0,2088000.0,1.71,3337966.11
Villa,6th October,322,2024,4,7,7,33.04,26934.05,2501.81,32.36,26834.47,2471.27,1.0,8114400.0,1.72,12747455.39
Villa,6th October,154,2024,4,4,4,32.52,26255.62,2287.44,32.91,26587.49,2433.59,1.0,3880800.0,1.7,6655015.86
Villa,6th October,305,2024,4,7,7,33.04,27280.39,2475.32,33.14,25683.65,2425.09,1.0,7686000.0,1.73,12609590.89
Studio,6th October,283,2024,4,1,1,33.31,26407.8,2547.4,33.04,26934.05,2501.81,1.0,3565800.0,1.72,5723744.97
Apartment,North Coast,256,2024,4,5,5,33.07,26084.16,2385.07,32.52,26255.62,2287.44,1.0,5120000.0,1.71,8777214.21
Villa,Sheikh Zayed,305,2024,4,7,7,32.62,27176.98,2408.32,33.04,27280.39,2475.32,1.0,9333000.0,1.72,16467650.71
Studio,Sheikh Zayed,220,2024,4,1,1,33.02,27010.9,2473.54,33.31,26407.8,2547.4,1.0,3366000.0,1.72,6118676.65
Villa,North Coast,88,2024,4,3,4,33.84,26062.72,2413.23,33.07,26084.16,2385.07,1.0,3168000.0,1.72,4922102.98
Apartment,North Coast,362,2024,5,5,4,32.47,26415.0,2435.75,32.62,27176.98,2408.32,1.2,7240000.0,1.71,14940064.39
Apartment,Sheikh Zayed,161,2024,5,2,1,33.54,25916.21,2611.37,33.02,27010.9,2473.54,1.0,2737000.0,1.73,4501717.15
Villa,New Cairo,254,2024,5,6,7,31.87,26415.05,2410.09,33.84,26062.72,2413.23,1.0,8229600.0,1.7,15396568.39
Apartment,New Cairo,299,2024,5,4,3,32.73,25807.04,2451.07,32.47,26415.0,2435.75,1.0,5382000.0,1.71,8561227.05
Apartment,Sheikh Zayed,169,2024,5,2,1,32.79,25767.49,2379.25,33.54,25916.21,2611.37,1.0,2873000.0,1.7,4836226.32
Apartment,Sheikh Zayed,128,2024,5,3,2,33.55,27467.99,2543.91,31.87,26415.05,2410.09,1.0,2176000.0,1.74,4135882.98
Apartment,North Coast,95,2024,5,2,1,33.9,27156.01,2358.64,32.73,25807.04,2451.07,1.2,1900000.0,1.73,3714790.76
Studio,Cairo,311,2024,5,1,1,33.57,27154.08,2476.78,32.79,25767.49,2379.25,1.0,3358800.0,1.73,6171315.66
Apartment,6th October,269,2024,5,4,3,33.28,26395.87,2509.58,33.55,27467.99,2543.91,1.0,3766000.0,1.72,6152470.56
Villa,Sheikh Zayed,90,2024,5,3,4,33.56,26737.27,2352.78,33.9,27156.01,2358.64,1.0,2754000.0,1.72,4335919.9
Apartment,Sheikh Zayed,116,2024,5,2,2,32.35,26959.79,2316.87,33.57,27154.08,2476.78,1.0,1972000.0,1.71,3061877.87
Apartment,North Coast,239,2024,5,4,4,33.48,26899.81,2400.07,33.28,26395.87,2509.58,1.2,4780000.0,1.72,10775059.87
Apartment,New Cairo,134,2024,5,1,1,32.48,27407.54,2492.89,33.56,26737.27,2352.78,1.0,2412000.0,1.72,3918534.79
Apartment,New Cairo,68,2024,5,2,2,32.67,26237.32,2401.7,32.35,26959.79,2316.87,1.0,1224000.0,1.71,2004968.03
Villa,North Coast,394,2024,5,7,7,33.24,27100.73,2506.92,33.48,26899.81,2400.07,1.2,14184000.0,1.73,32172848.45
Villa,Cairo,283,2024,5,7,8,32.43,26769.75,2458.27,32.48,27407.54,2492.89,1.0,6112800.0,1.71,10812896.27
Villa,New Cairo,321,2024,5,7,7,33.66,26930.96,2400.22,32.67,26237.32,2401.7,1.0,10400400.0,1.73,17908148.01
Villa,Cairo,186,2024,5,4,5,33.06,27209.5,2433.36,33.24,27100.73,2506.92,1.0,4017600.0,1.72,6838194.47
Apartment,Cairo,392,2024,5,5,5,32.41,25937.02,2409.06,32.43,26769.75,2458.27,1.0,4704000.0,1.7,7291550.96
Apartment,Sheikh Zayed,274,2024,5,4,3,33.82,27340.65,2516.49,33.66,26930.96,2400.22,1.0,4658000.0,1.74,8641506.71
Villa,6th October,169,2024,5,5,6,32.94,25948.58,2458.21,33.06,27209.5,2433.36,1.0,4258800.0,1.71,7672102.28
Apartment,New Cairo,160,2024,5,3,2,32.99,25863.15,2446.22,32.41,25937.02,2409.06,1.0,2880000.0,1.71,4523885.56
Villa,6th October,368,2024,5,7,7,32.97,26502.57,2506.53,33.82,27340.65,2516.49,1.0,9273600.0,1.72,15483191.47
Studio,6th October,371,2024,5,1,1,31.62,25746.35,2438.59,32.94,25948.58,2458.21,1.0,4674600.0,1.7,8537259.77
Studio,Cairo,75,2024,5,1,1,33.71,26302.79,2413.24,32.99,25863.15,2446.22,1.0,810000.0,1.72,1320391.66
Apartment,6th October,201,2024,5,4,3,33.1,26933.51,2432.67,32.97,26502.57,2506.53,1.0,2814000.0,1.72,4953477.77
Studio,New Cairo,387,2024,5,1,1,33.17,27365.06,2460.02,31.62,25746.35,2438.59,1.0,6269400.0,1.73,10809491.68
Studio,Cairo,269,2024,5,1,1,33.44,26556.35,2476.05,33.71,26302.79,2413.24,1.0,2905200.0,1.72,5326800.92
Apartment,Cairo,359,2024,5,5,5,32.95,26997.04,2475.19,33.1,26933.51,2432.67,1.0,4308000.0,1.72,6734961.66
Studio,Cairo,358,2024,5,1,1,32.54,25954.25,2445.82,33.17,27365.06,2460.02,1.0,3866400.0,1.71,7018351.47
Apartment,North Coast,231,2024,5,3,3,32.64,26221.54,2461.91,33.44,26556.35,2476.05,1.2,4620000.0,1.71,8798471.57
Apartment,Sheikh Zayed,173,2024,5,4,4,33.55,26749.74,2513.09,32.95,26997.04,2475.19,1.0,2941000.0,1.73,4590856.39
Villa,North Coast,266,2024,5,7,7,33.11,26971.94,2441.36,32.54,25954.25,2445.82,1.2,9576000.0,1.72,20176193.47
Studio,New Cairo,154,2024,5,1,1,33.62,26770.66,2464.29,32.64,26221.54,2461.91,1.0,2494800.0,1.73,4100897.15
Apartment,Sheikh Zayed,67,2024,5,1,1,33.71,25858.44,2555.49,33.55,26749.74,2513.09,1.0,1139000.0,1.72,2045240.93
Apartment,North Coast,238,2024,5,4,4,33.57,27385.62,2453.76,33.11,26971.94,2441.36,1.2,4760000.0,1.73,9834874.6
Villa,6th October,128,2024,5,3,4,33.76,26937.02,2525.0,33.62,26770.66,2464.29,1.0,3225600.0,1.73,5708672.48
Apartment,6th October,208,2024,5,4,4,32.78,25241.27,2401.22,33.71,25858.44,2555.49,1.0,2912000.0,1.7,5139054.05
Villa,New Cairo,305,2024,5,7,7,33.44,27430.78,2488.78,33.57,27385.62,2453.76,1.0,9882000.0,1.73,18589456.38
Apartment,Sheikh Zayed,348,2024,5,5,5,32.91,27192.15,2465.87,33.76,26937.02,2525.0,1.0,5916000.0,1.72,10860280.24
Studio,Cairo,381,2024,5,1,1,32.6,25760.97,2462.49,32.78,25241.27,2401.22,1.0,4114800.0,1.71,7016039.08
Studio,Cairo,135,2024,5,1,1,33.38,25982.21,2548.64,33.44,27430.78,2488.78,1.0,1458000.0,1.72,2478224.17
Apartment,New Cairo,333,2024,5,5,5,33.53,27337.95,2426.69,32.91,27192.15,2465.87,1.0,5994000.0,1.73,10690684.97
Apartment,6th October,127,2024,5,3,2,32.99,27066.17,2456.86,32.6,25760.97,2462.49,1.0,1778000.0,1.72,3207293.24
Villa,North Coast,177,2024,5,4,4,33.19,26834.9,2492.51,33.38,25982.21,2548.64,1.2,6372000.0,1.72,12325442.88
Apartment,New Cairo,315,2024,5,5,5,33.52,26537.05,2509.23,33.53,27337.95,2426.69,1.0,5670000.0,1.73,8871575.77
Apartment,New Cairo,125,2024,5,2,1,32.87,26037.1,2427.83,32.99,27066.17,2456.86,1.0,2250000.0,1.71,3813547.87
Villa,New Cairo,360,2024,5,7,7,33.58,27090.68,2498.3,33.19,26834.9,2492.51,1.0,11664000.0,1.73,18579759.3
Villa,Cairo,327,2024,5,7,7,32.73,26042.92,2435.39,33.52,26537.05,2509.23,1.0,7063200.0,1.71,11525485.82
Villa,New Cairo,389,2024,5,7,8,33.39,26376.39,2506.39,32.87,26037.1,2427.83,1.0,12603600.0,1.72,22083562.78
Apartment,6th October,323,2024,5,5,5,32.58,26683.67,2425.23,33.58,27090.68,2498.3,1.0,4522000.0,1.71,7210128.82
Apartment,Cairo,388,2024,5,5,5,33.86,27423.73,2490.05,32.73,26042.92,2435.39,1.0,4656000.0,1.74,7326455.78
Apartment,Cairo,283,2024,5,4,4,33.54,27519.65,2490.47,33.39,26376.39,2506.39,1.0,3396000.0,1.74,5956761.27
Apartment,North Coast,364,2024,5,5,5,34.21,26192.93,2485.31,32.58,26683.67,2425.23,1.2,7280000.0,1.73,14995994.51
Apartment,Sheikh Zayed,178,2024,5,3,2,32.74,26118.99,2398.88,33.86,27423.73,2490.05,1.0,3026000.0,1.71,4969646.82
Apartment,New Cairo,374,2024,5,5,4,33.54,26599.54,2410.72,33.54,27519.65,2490.47,1.0,6732000.0,1.72,11519732.13
Apartment,Sheikh Zayed,93,2024,5,1,1,33.2,26592.13,2453.37,34.21,26192.93,2485.31,1.0,1581000.0,1.72,2820135.79
Studio,Cairo,315,2024,6,1,1,32.48,25605.51,2387.4,32.74,26118.99,2398.88,1.0,3402000.0,1.7,5331934.82
Apartment,Sheikh Zayed,128,2024,6,3,2,33.28,26921.22,2448.94,33.54,26599.54,2410.72,1.0,2176000.0,1.72,3568973.82
Apartment,North Coast,86,2024,6,2,2,33.51,27698.85,2537.33,33.2,26592.13,2453.37,1.5,1720000.0,1.74,4751128.25
Apartment,Sheikh Zayed,166,2024,6,3,2,34.21,26510.37,2497.42,32.48,25605.51,2387.4,1.0,2822000.0,1.73,5054314.17
Studio,Sheikh Zayed,334,2024,6,1,1,32.98,26584.13,2511.88,33.28,26921.22,2448.94,1.0,5110200.0,1.72,8384643.81
Apartment,Sheikh Zayed,103,2024,6,2,1,33.47,27364.08,2492.93,33.51,27698.85,2537.33,1.0,1751000.0,1.73,2972704.49
Villa,New Cairo,277,2024,6,6,6,33.39,26577.88,2455.59,34.21,26510.37,2497.42,1.0,8974800.0,1.72,14283366.7
Apartment,New Cairo,235,2024,6,4,4,33.16,26211.87,2406.85,32.98,26584.13,2511.88,1.0,4230000.0,1.71,6892369.67
Villa,New Cairo,163,2024,6,5,5,33.2,26688.05,2454.22,33.47,27364.08,2492.93,1.0,5281200.0,1.72,9712305.63
Villa,New Cairo,196,2024,6,4,4,33.63,27179.51,2461.17,33.39,26577.88,2455.59,1.0,6350400.0,1.73,10862200.34
Apartment,Sheikh Zayed,369,2024,6,5,5,33.21,25971.11,2519.5,33.16,26211.87,2406.85,1.0,6273000.0,1.72,11077743.06
Apartment,North Coast,75,2024,6,1,1,33.14,27089.34,2555.56,33.2,26688.05,2454.22,1.5,1500000.0,1.73,3627808.36
Apartment,6th October,193,2024,6,2,2,33.01,26399.1,2502.1,33.63,27179.51,2461.17,1.0,2702000.0,1.72,4351058.49
Apartment,Cairo,106,2024,6,3,3,32.52,25925.04,2388.83,33.21,25971.11,2519.5,1.0,1272000.0,1.7,2358438.39
Apartment,Cairo,274,2024,6,4,4,33.74,26102.79,2489.69,33.14,27089.34,2555.56,1.0,3288000.0,1.72,6051735.26
Apartment,New Cairo,300,2024,6,5,4,33.02,26182.2,2439.53,33.01,26399.1,2502.1,1.0,5400000.0,1.71,9792882.98
Apartment,New Cairo,389,2024,6,5,4,33.9,26644.81,2465.36,32.52,25925.04,2388.83,1.0,7002000.0,1.73,11691689.92
Villa,Sheikh Zayed,309,2024,6,7,7,33.91,26359.74,2491.18,33.74,26102.79,2489.69,1.0,9455400.0,1.73,16537313.81
Apartment,Cairo,78,2024,6,1,1,34.49,27480.38,2517.74,33.02,26182.2,2439.53,1.0,936000.0,1.75,1631343.08
Villa,Cairo,234,2024,6,6,7,33.51,26830.66,2567.55,33.9,26644.81,2465.36,1.0,5054400.0,1.73,9552054.0
Apartment,6th October,162,2024,6,2,1,33.58,27278.46,2495.25,33.91,26359.74,2491.18,1.0,2268000.0,1.73,3726437.29
Apartment,New Cairo,142,2024,6,1,1,33.61,27160.44,2521.6,34.49,27480.38,2517.74,1.0,2556000.0,1.73,4827830.68
Apartment,North Coast,361,2024,6,5,4,33.43,26396.95,2524.12,33.51,26830.66,2567.55,1.5,7220000.0,1.72,19449163.86
Studio,6th October,238,2024,6,1,1,33.9,26791.98,2532.66,33.58,27278.46,2495.25,1.0,2998800.0,1.73,5108783.57
Apartment,North Coast,154,2024,6,3,3,33.27,26262.64,2531.78,33.61,27160.44,2521.6,1.5,3080000.0,1.72,7583539.02
Villa,North Coast,192,2024,6,4,5,33.59,25997.79,2461.03,33.43,26396.95,2524.12,1.5,6912000.0,1.72,18739388.83
Villa,North Coast,309,2024,6,7,8,33.27,26824.69,2511.26,33.9,26791.98,2532.66,1.5,11124000.0,1.73,30668442.5
Apartment,Cairo,161,2024,6,3,2,32.67,26417.11,2531.52,33.27,26262.64,2531.78,1.0,1932000.0,1.72,3223529.82
Apartment,Cairo,361,2024,6,5,4,33.7,26545.96,2448.96,33.59,25997.79,2461.03,1.0,4332000.0,1.72,6981945.76
Villa,Sheikh Zayed,153,2024,6,4,5,31.96,26381.22,2380.87,33.27,26824.69,2511.26,1.0,4681800.0,1.7,7958057.45
