listing_date,area,area_tier,region,property_type,size_sqm,bedrooms,bathrooms,floor,compound,standalone,sea_view,balcony,parking_spot,elevator,finishing_level,furnishing_level,property_age_years,distance_to_cbd_km,price_per_sqm_egp,price_egp,price_usd_est,estimated_rent_egp_month
2024-03-11,Haram,Standard,Urban,Chalet,401,4,3,3,0,0,0,1,1,0,Luxury Finished,Unfurnished,12,7.8,15803,6337017,126740,34854
2024-02-16,Ain Sokhna,Premium,Coastal,Duplex,317,4,4,2,1,0,0,0,1,1,Semi Finished,Unfurnished,5,130.1,46571,14763067,295261,95960
2025-08-27,Nasr City,Standard,Urban,Duplex,95,2,2,3,0,0,0,1,1,1,Luxury Finished,Unfurnished,8,8.8,30400,2888007,57760,18772
2025-06-17,Alexandria,Standard,Urban,Villa,217,4,5,2,0,0,0,0,1,0,Luxury Finished,Fully Furnished,14,184.7,34202,7570226,151405,41636
2024-03-21,Ain Sokhna,Premium,Coastal,Duplex,204,2,2,2,1,0,0,1,1,0,Fully Finished,Partly Furnished,0,135.3,83090,16950428,339009,110178
2025-01-18,North Coast,Premium,Coastal,Duplex,62,3,2,6,1,0,0,0,0,1,Fully Finished,Unfurnished,10,161.9,76808,4762104,95242,30954
2024-12-24,Ain Sokhna,Premium,Coastal,Duplex,174,5,4,8,1,0,0,1,0,1,Semi Finished,Partly Furnished,16,119.1,46116,8024243,160485,52158
2024-04-23,Maadi,Premium,Urban,Penthouse,419,2,2,11,1,0,0,1,1,1,Luxury Finished,Unfurnished,2,17.3,43123,18068386,361368,99376
2025-07-18,New Cairo,Premium,Urban,Apartment,345,1,1,11,1,0,0,1,1,1,Core & Shell,Partly Furnished,6,26.5,20297,7002490,140050,45516
2025-08-02,Nasr City,Standard,Urban,Villa,290,7,6,2,0,1,0,1,1,0,Semi Finished,Partly Furnished,13,10.1,37986,11236128,224723,61799
2025-01-11,New Cairo,Premium,Urban,Penthouse,331,2,2,11,1,0,0,0,1,1,Fully Finished,Unfurnished,0,27.3,37699,12478378,249568,68631
2025-06-17,Maadi,Premium,Urban,Duplex,285,5,4,8,1,0,0,1,0,1,Core & Shell,Fully Furnished,5,15.7,31500,8977366,179547,58353
2024-12-23,New Cairo,Premium,Urban,Villa,296,5,5,2,1,0,0,0,1,0,Semi Finished,Partly Furnished,2,24.2,65917,19901609,398032,109459
2025-01-12,Sheikh Zayed,Premium,Urban,Chalet,308,3,2,3,0,0,0,1,0,0,Core & Shell,Unfurnished,15,33.6,21808,6716764,134335,36942
2025-08-28,Ain Sokhna,Premium,Coastal,Villa,255,6,6,2,1,0,0,1,0,0,Fully Finished,Unfurnished,10,98.8,90122,23440838,468817,128925
2024-10-05,Maadi,Premium,Urban,Chalet,465,4,3,2,0,0,0,0,0,0,Luxury Finished,Fully Furnished,10,15.6,37448,17413327,348267,95773
2026-03-14,Maadi,Premium,Urban,Duplex,160,3,3,4,1,0,0,1,1,1,Fully Finished,Unfurnished,9,17.0,41957,6713150,134263,43635
2025-12-05,New Cairo,Premium,Urban,Villa,225,7,6,1,0,1,0,0,1,0,Fully Finished,Fully Furnished,8,27.0,48750,11188021,223760,61534
2024-04-01,North Coast,Premium,Coastal,Villa,217,3,4,1,1,1,0,1,1,0,Fully Finished,Partly Furnished,2,220.9,81666,18075978,361520,99418
2024-12-22,Maadi,Premium,Urban,Chalet,395,1,1,2,1,0,0,1,0,0,Luxury Finished,Fully Furnished,11,16.9,55254,21825446,436509,120040
2025-08-28,Alexandria,Standard,Urban,Penthouse,222,3,3,12,0,0,1,1,0,0,Luxury Finished,Partly Furnished,14,191.1,14341,3183784,63676,17511
2025-06-16,Sheikh Zayed,Premium,Urban,Chalet,265,4,3,1,1,0,0,1,0,0,Fully Finished,Partly Furnished,11,27.8,55492,14705419,294108,80880
2024-08-24,Sheikh Zayed,Premium,Urban,Villa,84,6,6,3,1,1,0,0,1,0,Fully Finished,Fully Furnished,13,28.9,80963,6936880,138738,38153
2024-08-17,Maadi,Premium,Urban,Apartment,223,1,1,7,1,0,0,0,1,1,Fully Finished,Unfurnished,10,17.0,32514,7250543,145011,47129
2025-04-08,New Cairo,Premium,Urban,Penthouse,495,3,3,10,0,0,0,1,1,1,Fully Finished,Unfurnished,13,28.8,27865,13793392,275868,75864
2024-01-15,6th of October,Standard,Urban,Apartment,449,1,2,6,0,0,0,1,0,1,Semi Finished,Unfurnished,0,34.1,8311,3731625,74632,24256
2025-07-11,Heliopolis,Premium,Urban,Villa,451,3,3,3,0,1,0,1,1,0,Fully Finished,Partly Furnished,10,11.7,45755,21048331,420967,115766
2025-05-14,Sheikh Zayed,Premium,Urban,Duplex,84,3,3,5,1,0,0,1,1,0,Fully Finished,Unfurnished,8,39.3,31572,2652016,53040,17238
2025-07-28,Nasr City,Standard,Urban,Villa,375,5,5,1,0,1,0,0,0,0,Fully Finished,Unfurnished,21,10.1,22246,8508999,170180,46799
2025-08-25,Maadi,Premium,Urban,Penthouse,102,2,2,10,0,0,0,1,1,1,Luxury Finished,Unfurnished,3,15.7,48291,4925633,98513,27091
2025-05-20,Ain Sokhna,Premium,Coastal,Chalet,346,4,3,1,0,0,1,1,1,0,Luxury Finished,Partly Furnished,14,148.1,90055,31159056,623181,171375
2025-09-04,Heliopolis,Premium,Urban,Chalet,477,3,2,4,0,0,0,0,1,0,Fully Finished,Unfurnished,28,11.8,30113,14364016,287280,79002
2025-12-07,Sheikh Zayed,Premium,Urban,Chalet,237,4,3,2,1,0,0,1,1,0,Fully Finished,Partly Furnished,7,25.1,42534,10080526,201611,55443
2024-02-03,North Coast,Premium,Coastal,Apartment,142,2,1,3,0,0,0,1,0,1,Fully Finished,Unfurnished,9,220.2,46252,6567840,131357,42691
2025-06-26,6th of October,Standard,Urban,Penthouse,388,3,4,15,1,0,0,1,0,1,Semi Finished,Unfurnished,11,41.5,13753,5336126,106723,29349
2024-08-16,Ain Sokhna,Premium,Coastal,Duplex,156,3,3,3,0,0,0,0,1,1,Semi Finished,Unfurnished,3,121.8,47713,7443184,148864,48381
2026-02-07,Ain Sokhna,Premium,Coastal,Apartment,160,1,1,2,1,0,0,1,0,1,Fully Finished,Partly Furnished,8,149.9,49489,7918213,158364,51468
2024-05-13,Nasr City,Standard,Urban,Penthouse,367,4,4,14,0,0,0,1,0,1,Luxury Finished,Unfurnished,9,11.4,24235,8894177,177884,48918
2025-07-29,Maadi,Premium,Urban,Villa,122,3,3,3,0,1,0,1,0,0,Fully Finished,Partly Furnished,9,12.1,81005,10080319,201606,55442
2026-03-18,Nasr City,Standard,Urban,Penthouse,66,4,4,12,0,0,0,0,0,1,Luxury Finished,Unfurnished,24,9.9,36667,2420037,48401,13310
2025-03-03,Ain Sokhna,Premium,Coastal,Penthouse,145,4,3,11,1,0,0,1,0,0,Fully Finished,Unfurnished,4,107.0,58320,8456452,169129,46510
2024-08-14,Ain Sokhna,Premium,Coastal,Villa,121,6,6,3,1,0,1,0,1,0,Semi Finished,Unfurnished,12,118.7,120000,14810400,296208,81457
2024-04-14,Maadi,Premium,Urban,Penthouse,197,5,5,14,1,0,0,0,1,1,Luxury Finished,Unfurnished,10,12.9,31281,6162384,123248,33893
2025-04-30,North Coast,Premium,Coastal,Penthouse,124,4,4,13,1,0,0,1,1,1,Fully Finished,Fully Furnished,6,288.5,68639,8511226,170225,46812
2024-01-20,Heliopolis,Premium,Urban,Penthouse,397,5,5,13,0,0,0,1,1,1,Semi Finished,Unfurnished,9,11.7,36879,14641113,292822,80526
2025-07-11,Nasr City,Standard,Urban,Apartment,247,1,2,8,0,0,0,1,1,1,Fully Finished,Fully Furnished,18,9.5,14134,3491211,69824,22693
2025-12-08,Heliopolis,Premium,Urban,Duplex,315,3,3,7,1,0,0,0,0,1,Semi Finished,Fully Furnished,30,13.1,14104,4442740,88855,28878
2024-04-24,Nasr City,Standard,Urban,Villa,111,6,6,1,0,1,0,0,1,0,Fully Finished,Partly Furnished,10,7.7,37260,4218541,84371,23202
2026-02-23,Sheikh Zayed,Premium,Urban,Chalet,292,2,1,1,0,0,0,1,1,0,Fully Finished,Unfurnished,7,34.0,25621,7481315,149626,41147
2024-04-12,New Cairo,Premium,Urban,Apartment,251,2,2,6,0,0,0,1,1,1,Luxury Finished,Unfurnished,0,21.6,25700,6450605,129012,41929
2024-05-11,North Coast,Premium,Coastal,Apartment,484,1,1,6,1,0,0,0,1,1,Fully Finished,Fully Furnished,0,194.7,51762,25052665,501053,162842
2024-11-11,Sheikh Zayed,Premium,Urban,Duplex,107,3,3,1,1,0,0,1,1,1,Core & Shell,Unfurnished,5,23.7,14710,1573962,31479,10231
2025-10-25,New Cairo,Premium,Urban,Villa,301,6,6,1,1,0,0,1,1,0,Luxury Finished,Unfurnished,13,21.6,40734,12506168,250123,68784
2024-03-22,Ain Sokhna,Premium,Coastal,Villa,323,5,5,2,1,1,1,0,1,0,Fully Finished,Fully Furnished,4,132.2,114562,37743571,754871,207590
2024-12-10,New Cairo,Premium,Urban,Duplex,402,3,3,3,1,0,0,1,1,0,Fully Finished,Unfurnished,5,22.0,32559,13088591,261772,85076
2024-10-17,New Cairo,Premium,Urban,Penthouse,67,5,5,10,1,0,0,1,0,1,Fully Finished,Unfurnished,2,17.5,43821,2936016,58720,16148
2025-05-28,North Coast,Premium,Coastal,Apartment,146,1,1,7,1,0,0,1,1,1,Fully Finished,Partly Furnished,0,257.5,59179,8640201,172804,56161
2025-04-07,6th of October,Standard,Urban,Chalet,211,3,3,1,0,0,0,1,0,0,Semi Finished,Unfurnished,3,28.5,29734,6273882,125478,34506
2025-03-14,Heliopolis,Premium,Urban,Duplex,336,3,3,7,0,0,0,1,0,1,Semi Finished,Unfurnished,6,12.0,21273,7147661,142953,46460
2024-04-12,Nasr City,Standard,Urban,Chalet,495,3,2,1,0,0,0,0,0,0,Luxury Finished,Partly Furnished,13,11.6,22510,11142441,222849,61283
2025-05-31,6th of October,Standard,Urban,Chalet,87,3,3,3,0,0,0,1,0,0,Fully Finished,Fully Furnished,4,32.3,31495,2740074,54801,15070
2026-01-16,Maadi,Premium,Urban,Villa,97,6,5,3,0,0,0,0,1,0,Fully Finished,Unfurnished,28,13.3,54589,5401049,108021,29706
2024-11-04,New Cairo,Premium,Urban,Apartment,388,2,2,11,1,0,0,1,1,1,Semi Finished,Unfurnished,13,30.5,17435,6764761,135295,43971
2024-09-27,Nasr City,Standard,Urban,Duplex,137,3,2,1,0,0,0,1,1,1,Core & Shell,Partly Furnished,17,9.1,16920,2317990,46360,15067
2024-07-07,Alexandria,Standard,Urban,Apartment,437,2,2,2,0,0,0,1,1,1,Fully Finished,Unfurnished,19,199.8,12687,5544322,110886,36038
2026-03-08,Sheikh Zayed,Premium,Urban,Villa,208,5,4,3,1,1,0,1,1,0,Fully Finished,Unfurnished,3,25.0,46674,9902376,198048,54463
2024-01-12,North Coast,Premium,Coastal,Villa,433,4,4,2,1,0,1,1,1,0,Fully Finished,Partly Furnished,9,267.1,120000,52999200,1059984,291496
2025-09-14,Heliopolis,Premium,Urban,Duplex,285,4,3,4,0,0,0,0,1,0,Luxury Finished,Unfurnished,13,11.6,31239,8903114,178062,57870
2024-12-15,New Cairo,Premium,Urban,Villa,242,6,6,2,1,1,0,1,1,0,Luxury Finished,Unfurnished,0,30.2,82260,20304993,406100,111677
2025-06-20,Alexandria,Standard,Urban,Chalet,393,4,3,3,0,0,0,0,0,0,Semi Finished,Unfurnished,23,174.8,21808,8570566,171411,47138
2025-10-06,Alexandria,Standard,Urban,Villa,337,7,6,3,0,0,0,0,0,0,Fully Finished,Fully Furnished,19,209.2,34058,11707215,234144,64390
2025-04-03,Nasr City,Standard,Urban,Penthouse,231,3,3,15,0,0,0,1,0,1,Fully Finished,Partly Furnished,8,10.4,11077,2558866,51177,14074
2025-04-17,New Cairo,Premium,Urban,Penthouse,181,3,4,14,0,0,0,1,1,0,Fully Finished,Unfurnished,9,27.0,32901,5955114,119102,32753
2026-03-15,Ain Sokhna,Premium,Coastal,Apartment,327,1,1,1,1,0,0,1,1,1,Fully Finished,Unfurnished,6,112.2,35964,11760187,235204,76441
2025-03-08,Sheikh Zayed,Premium,Urban,Penthouse,456,4,4,11,0,0,0,1,0,1,Luxury Finished,Fully Furnished,0,28.6,38502,17556830,351137,96563
2025-01-13,Heliopolis,Premium,Urban,Duplex,283,2,2,6,0,0,0,1,1,1,Core & Shell,Fully Furnished,10,14.6,17177,4861106,97222,31597
2024-01-23,Sheikh Zayed,Premium,Urban,Villa,88,5,5,2,1,0,0,0,0,0,Fully Finished,Partly Furnished,15,29.9,95528,8574578,171492,47160
2024-07-09,Nasr City,Standard,Urban,Chalet,109,2,2,3,0,0,0,1,1,0,Semi Finished,Partly Furnished,1,11.9,12200,1329747,26595,7314
2024-06-13,6th of October,Standard,Urban,Duplex,337,3,3,1,1,0,0,1,0,0,Fully Finished,Unfurnished,4,33.4,13361,4502615,90052,29267
2024-12-23,Heliopolis,Premium,Urban,Penthouse,412,3,2,15,1,0,0,1,0,1,Fully Finished,Unfurnished,9,12.2,29258,12054418,241088,66299
2025-11-05,Maadi,Premium,Urban,Chalet,82,3,3,1,0,0,0,0,1,0,Luxury Finished,Partly Furnished,5,14.2,65749,5391429,107829,29653
2026-04-07,Alexandria,Standard,Urban,Penthouse,170,2,2,12,0,0,1,0,0,1,Luxury Finished,Unfurnished,11,211.3,27570,4686825,93736,25778
2024-09-30,Haram,Standard,Urban,Apartment,423,3,2,12,0,0,0,1,0,1,Fully Finished,Partly Furnished,8,6.7,13144,5559749,111195,36138
2024-10-09,New Cairo,Premium,Urban,Duplex,163,4,4,7,1,0,0,1,1,1,Core & Shell,Partly Furnished,0,27.4,38959,6350348,127007,41277
2025-07-19,Haram,Standard,Urban,Villa,69,6,6,3,0,1,0,0,0,0,Fully Finished,Partly Furnished,0,7.5,37336,2627690,52554,14452
2025-12-24,Ain Sokhna,Premium,Coastal,Chalet,470,4,3,3,1,0,0,1,1,0,Luxury Finished,Unfurnished,9,117.0,64631,30376444,607529,167070
2025-07-17,Alexandria,Standard,Urban,Penthouse,452,3,3,12,0,0,1,1,0,1,Fully Finished,Fully Furnished,13,246.4,22535,10185838,203717,56022
2025-09-28,Haram,Standard,Urban,Villa,373,6,6,2,0,0,0,1,1,0,Luxury Finished,Fully Furnished,14,8.5,31082,11825464,236509,65040
2024-06-09,New Cairo,Premium,Urban,Apartment,477,2,2,6,1,0,0,1,1,1,Fully Finished,Fully Furnished,2,21.4,33976,16206691,324134,105343
2025-02-23,Alexandria,Standard,Urban,Duplex,134,3,3,2,0,0,0,1,1,1,Semi Finished,Unfurnished,14,173.2,18616,2494496,49890,16214
2024-12-29,6th of October,Standard,Urban,Chalet,160,2,2,4,1,0,0,1,1,0,Fully Finished,Unfurnished,0,31.5,39621,6339426,126789,34867
2025-04-06,Nasr City,Standard,Urban,Duplex,453,3,3,6,0,0,0,1,0,0,Semi Finished,Fully Furnished,19,9.3,17114,7752468,155049,50391
2025-05-20,Maadi,Premium,Urban,Chalet,213,4,3,4,1,0,0,1,1,0,Semi Finished,Partly Furnished,11,13.3,37797,8050720,161014,44279
2024-02-26,Maadi,Premium,Urban,Penthouse,369,2,2,15,0,0,0,1,1,1,Fully Finished,Unfurnished,8,14.2,33942,12524479,250490,68885
2024-09-22,Ain Sokhna,Premium,Coastal,Penthouse,261,4,4,11,1,0,0,1,1,1,Fully Finished,Partly Furnished,3,141.5,57515,15011368,300227,82563
2025-04-19,Alexandria,Standard,Urban,Penthouse,79,4,4,15,0,0,1,1,0,1,Luxury Finished,Fully Furnished,13,215.6,39896,3151758,63035,17335
2025-12-11,Nasr City,Standard,Urban,Penthouse,73,4,4,11,0,0,0,1,1,1,Fully Finished,Fully Furnished,19,11.2,27525,2009324,40186,11051
2024-01-19,North Coast,Premium,Coastal,Penthouse,395,4,4,11,1,0,1,1,0,0,Fully Finished,Fully Furnished,3,228.7,65958,26053569,521071,143295
2024-11-22,Nasr City,Standard,Urban,Villa,217,6,6,1,0,0,0,1,1,0,Luxury Finished,Unfurnished,9,9.8,29930,6624713,132494,36436
2024-04-07,6th of October,Standard,Urban,Duplex,119,4,4,8,1,0,0,1,1,1,Fully Finished,Unfurnished,6,29.3,30390,3616369,72327,23506
2025-06-19,New Cairo,Premium,Urban,Chalet,465,2,2,2,1,0,0,0,0,0,Fully Finished,Partly Furnished,1,22.7,47071,21887798,437756,120383
2024-11-18,Haram,Standard,Urban,Penthouse,474,3,3,11,0,0,0,1,1,1,Fully Finished,Unfurnished,34,8.4,14863,7044993,140900,38747
2024-01-31,6th of October,Standard,Urban,Penthouse,287,3,2,14,1,0,0,0,0,1,Luxury Finished,Partly Furnished,3,36.5,27806,7980265,159605,43891
2025-07-02,Ain Sokhna,Premium,Coastal,Apartment,242,2,2,4,1,0,0,0,0,1,Semi Finished,Fully Furnished,3,124.9,40124,9710098,194202,63116
2025-03-23,Sheikh Zayed,Premium,Urban,Duplex,172,4,4,6,1,0,0,1,1,1,Core & Shell,Unfurnished,13,35.0,22144,3808684,76174,24756
2024-04-27,Alexandria,Standard,Urban,Duplex,177,4,4,3,0,0,0,1,1,1,Fully Finished,Fully Furnished,15,194.4,20460,3621403,72428,23539
2026-01-31,New Cairo,Premium,Urban,Apartment,257,1,1,6,0,0,0,1,0,1,Fully Finished,Unfurnished,5,22.0,27662,7109024,142180,46209
2024-10-23,Nasr City,Standard,Urban,Chalet,458,4,3,3,0,0,0,1,0,0,Semi Finished,Unfurnished,16,9.2,21986,10069728,201395,55384
2024-08-05,Ain Sokhna,Premium,Coastal,Apartment,149,1,1,11,1,0,0,1,0,1,Luxury Finished,Unfurnished,1,129.4,71074,10590083,211802,68836
2025-03-27,Heliopolis,Premium,Urban,Apartment,120,1,1,3,1,0,0,0,0,1,Semi Finished,Partly Furnished,18,10.4,17966,2155907,43118,14013
2024-06-20,Sheikh Zayed,Premium,Urban,Chalet,166,3,3,2,0,0,0,1,1,0,Semi Finished,Unfurnished,8,21.6,35153,5835436,116709,32095
2024-05-14,Maadi,Premium,Urban,Penthouse,257,3,2,13,0,0,0,0,0,1,Luxury Finished,Unfurnished,11,13.5,30385,7808984,156180,42949
2026-02-02,6th of October,Standard,Urban,Penthouse,408,5,5,12,0,0,0,1,0,1,Semi Finished,Partly Furnished,3,36.5,23672,9658151,193163,53120
2025-05-17,Heliopolis,Premium,Urban,Duplex,108,5,4,1,0,0,0,1,1,0,Semi Finished,Partly Furnished,5,13.7,31721,3425839,68517,22268
2024-01-03,Heliopolis,Premium,Urban,Duplex,129,2,2,3,1,0,0,1,0,1,Semi Finished,Fully Furnished,23,10.8,30182,3893535,77871,25308
2024-08-16,Ain Sokhna,Premium,Coastal,Villa,478,5,4,2,1,0,1,0,1,0,Luxury Finished,Unfurnished,3,118.3,114638,55893058,1117861,307412
2026-02-27,Alexandria,Standard,Urban,Duplex,385,3,3,2,0,0,0,0,0,1,Luxury Finished,Partly Furnished,22,210.5,15815,6088789,121776,39577
2025-09-02,Alexandria,Standard,Urban,Duplex,211,3,3,5,0,0,0,1,1,1,Fully Finished,Fully Furnished,21,230.9,15717,3316294,66326,21556
2024-02-19,Heliopolis,Premium,Urban,Duplex,165,5,4,3,0,0,0,0,1,0,Fully Finished,Unfurnished,9,13.9,45855,7566070,151321,49179
2024-06-06,Ain Sokhna,Premium,Coastal,Chalet,498,4,3,2,1,0,0,0,1,0,Semi Finished,Unfurnished,12,115.0,71429,35571858,711437,195645
2025-02-26,North Coast,Premium,Coastal,Villa,395,7,6,2,0,1,1,0,1,0,Fully Finished,Fully Furnished,9,205.1,120000,48348000,966960,265914
2024-01-06,Haram,Standard,Urban,Apartment,264,1,1,9,0,0,0,0,0,1,Semi Finished,Partly Furnished,15,8.6,10514,2775678,55514,18042
2026-01-31,Alexandria,Standard,Urban,Penthouse,287,2,2,15,0,0,1,1,1,1,Luxury Finished,Unfurnished,11,199.1,25144,7216347,144327,39690
2024-03-04,Sheikh Zayed,Premium,Urban,Villa,422,7,6,2,1,1,0,0,0,0,Core & Shell,Unfurnished,0,30.1,37318,16062988,321260,88346
2024-11-10,Heliopolis,Premium,Urban,Duplex,237,4,3,8,1,0,0,0,1,1,Semi Finished,Fully Furnished,0,11.2,25257,5985809,119716,38908
2025-08-09,Ain Sokhna,Premium,Coastal,Villa,219,3,3,2,1,0,0,0,1,0,Fully Finished,Fully Furnished,0,123.1,120000,26805600,536112,147431
2025-10-02,Nasr City,Standard,Urban,Penthouse,485,4,4,12,0,0,0,1,0,1,Fully Finished,Fully Furnished,5,11.6,19378,9398244,187965,51690
2025-09-09,North Coast,Premium,Coastal,Apartment,224,2,1,4,1,0,0,1,1,1,Luxury Finished,Fully Furnished,8,190.6,51280,11486749,229735,74664
2025-04-25,Heliopolis,Premium,Urban,Apartment,462,1,1,8,1,0,0,1,1,0,Fully Finished,Unfurnished,8,12.5,19877,9183353,183667,59692
2024-07-30,Alexandria,Standard,Urban,Penthouse,484,4,4,10,0,0,1,1,1,1,Luxury Finished,Unfurnished,14,199.9,23430,11339912,226798,62370
2025-10-08,Sheikh Zayed,Premium,Urban,Penthouse,255,4,4,15,1,0,0,1,1,0,Fully Finished,Fully Furnished,6,21.5,35007,8926768,178535,49097
2025-03-02,Ain Sokhna,Premium,Coastal,Apartment,140,1,1,8,0,0,0,1,0,1,Fully Finished,Unfurnished,5,100.8,53887,7544235,150885,49038
2025-07-11,Sheikh Zayed,Premium,Urban,Duplex,102,3,2,6,1,0,0,0,1,0,Fully Finished,Partly Furnished,0,28.0,41351,4217809,84356,27416
2024-07-25,Ain Sokhna,Premium,Coastal,Apartment,76,1,1,5,1,0,0,1,0,1,Fully Finished,Unfurnished,6,133.8,52859,4017257,80345,26112
2024-05-30,Maadi,Premium,Urban,Villa,124,6,6,1,0,1,0,0,1,0,Luxury Finished,Partly Furnished,21,13.2,90642,11464457,229289,63055
2025-10-02,Heliopolis,Premium,Urban,Penthouse,61,4,5,14,1,0,0,1,0,1,Fully Finished,Fully Furnished,13,10.1,55844,3406500,68130,18736
2025-06-29,Alexandria,Standard,Urban,Villa,389,4,4,3,0,1,1,1,0,0,Fully Finished,Fully Furnished,14,216.9,25415,10083971,201679,55462
2025-11-10,6th of October,Standard,Urban,Penthouse,226,4,4,13,0,0,0,1,0,1,Fully Finished,Unfurnished,2,30.7,23095,5219371,104387,28707
2024-12-19,North Coast,Premium,Coastal,Duplex,118,3,2,8,0,0,0,1,1,1,Fully Finished,Unfurnished,8,219.6,49693,5863755,117275,38114
2025-08-29,6th of October,Standard,Urban,Chalet,378,3,3,4,1,0,0,0,0,0,Semi Finished,Unfurnished,11,32.1,22219,8398613,167972,46192
2025-12-28,Ain Sokhna,Premium,Coastal,Penthouse,79,4,3,12,1,0,0,1,1,1,Fully Finished,Unfurnished,0,114.3,64519,5097035,101941,28034
2025-08-16,Nasr City,Standard,Urban,Duplex,273,4,3,3,0,0,0,1,1,1,Fully Finished,Partly Furnished,23,10.0,14569,3977253,79545,25852
2025-10-31,North Coast,Premium,Coastal,Penthouse,138,3,3,13,1,0,1,1,0,1,Fully Finished,Fully Furnished,4,215.6,89426,12340831,246817,67875
2025-04-06,Alexandria,Standard,Urban,Villa,343,5,5,3,0,1,1,0,0,0,Fully Finished,Partly Furnished,7,234.2,31341,10964800,219296,60306
2025-10-20,New Cairo,Premium,Urban,Villa,468,7,6,3,1,0,0,1,0,0,Fully Finished,Unfurnished,12,18.4,53841,25701774,514035,141360
2025-09-09,6th of October,Standard,Urban,Duplex,156,4,3,3,1,0,0,0,1,1,Fully Finished,Unfurnished,3,34.1,19663,3067409,61348,19938
2025-03-31,6th of October,Standard,Urban,Duplex,338,3,3,3,0,0,0,1,1,1,Fully Finished,Unfurnished,16,34.9,17963,6071578,121432,39465
2024-04-16,6th of October,Standard,Urban,Penthouse,366,5,5,14,1,0,0,1,1,1,Fully Finished,Partly Furnished,2,32.8,24368,8918808,178376,49053
2025-03-27,Haram,Standard,Urban,Duplex,356,4,3,4,0,0,0,1,1,0,Luxury Finished,Fully Furnished,12,7.5,21141,7526066,150521,48919
2024-10-26,Heliopolis,Premium,Urban,Penthouse,131,3,3,13,1,0,0,1,0,1,Fully Finished,Fully Furnished,0,11.6,29031,3803052,76061,20917
2024-03-02,Alexandria,Standard,Urban,Villa,101,5,6,1,0,0,1,1,1,0,Luxury Finished,Partly Furnished,5,180.8,62960,6486113,129722,35674
2024-10-28,Nasr City,Standard,Urban,Duplex,445,5,4,2,0,0,0,0,1,1,Luxury Finished,Fully Furnished,22,9.7,9574,4260482,85210,27693
2025-06-26,6th of October,Standard,Urban,Penthouse,318,5,4,13,1,0,0,1,0,1,Fully Finished,Unfurnished,3,33.9,25745,8186754,163735,45027
2024-02-28,Sheikh Zayed,Premium,Urban,Chalet,99,4,3,4,1,0,0,1,1,0,Semi Finished,Unfurnished,0,25.8,57206,5663405,113268,31149
2024-07-28,New Cairo,Premium,Urban,Duplex,188,3,2,2,0,0,0,1,1,0,Fully Finished,Partly Furnished,6,22.1,28355,5330762,106615,34650
2024-08-01,Heliopolis,Premium,Urban,Duplex,425,3,3,4,1,0,0,0,1,1,Fully Finished,Partly Furnished,9,13.5,19500,8287470,165749,53869
2024-02-05,Alexandria,Standard,Urban,Duplex,454,3,4,4,0,0,0,1,1,1,Core & Shell,Partly Furnished,9,181.9,21554,9785393,195708,63605
2024-11-27,Ain Sokhna,Premium,Coastal,Apartment,122,2,2,9,0,0,0,0,0,1,Semi Finished,Fully Furnished,0,111.7,38777,4730821,94616,30750
2024-02-16,Heliopolis,Premium,Urban,Penthouse,217,4,3,13,1,0,0,1,1,1,Luxury Finished,Partly Furnished,13,12.2,39171,8500155,170003,46751
2025-03-30,Maadi,Premium,Urban,Villa,282,6,5,2,0,0,0,1,0,0,Luxury Finished,Partly Furnished,20,14.0,65161,18742819,374856,103086
2024-10-02,Heliopolis,Premium,Urban,Apartment,190,2,2,4,0,0,0,1,1,0,Fully Finished,Unfurnished,25,12.4,22512,4277361,85547,27803
2025-05-07,Nasr City,Standard,Urban,Apartment,463,2,1,1,0,0,0,1,0,1,Core & Shell,Fully Furnished,9,9.1,14035,6498046,129961,42237
2024-12-08,Alexandria,Standard,Urban,Duplex,493,5,4,1,0,0,0,0,1,0,Semi Finished,Partly Furnished,0,200.2,15576,7679122,153582,49914
2026-01-27,6th of October,Standard,Urban,Duplex,487,3,3,8,1,0,0,0,1,1,Semi Finished,Partly Furnished,5,33.3,14831,7222749,144455,46948
2026-02-21,Alexandria,Standard,Urban,Penthouse,275,3,3,12,0,0,1,1,1,1,Luxury Finished,Partly Furnished,14,189.5,33081,9097259,181945,50035
2024-01-08,Maadi,Premium,Urban,Chalet,135,4,3,4,1,0,0,0,0,0,Semi Finished,Partly Furnished,1,15.0,52973,7151395,143028,39333
2024-05-24,Haram,Standard,Urban,Penthouse,215,3,3,11,0,0,0,1,1,1,Semi Finished,Unfurnished,25,7.5,14617,3142740,62855,17285
2025-01-11,Alexandria,Standard,Urban,Chalet,490,4,3,2,0,0,0,1,1,0,Luxury Finished,Fully Furnished,15,203.4,31580,15474291,309486,85109
2025-05-16,Alexandria,Standard,Urban,Apartment,384,1,1,5,0,0,0,1,1,0,Fully Finished,Unfurnished,18,189.1,12251,4704230,94085,30577
2024-11-09,6th of October,Standard,Urban,Apartment,271,1,1,5,1,0,0,1,1,0,Semi Finished,Unfurnished,2,38.4,13077,3543905,70878,23035
2025-10-28,6th of October,Standard,Urban,Duplex,106,3,3,1,0,0,0,1,1,1,Core & Shell,Partly Furnished,0,36.4,26458,2804534,56091,18229
2025-05-18,Maadi,Premium,Urban,Apartment,207,1,1,10,0,0,0,1,1,1,Core & Shell,Unfurnished,13,15.1,18162,3759466,75189,24437
