listing_id;area_m2;bedrooms;bathrooms;property_type;city;district;compound;latitude;longitude;month;year;price_per_m2;price;distance_to_center;luxury_score;project_avg_price;num_listings_in_project;target_price;material_costs_iron;material_costs_cement;usd_to_egp_rate;price_usd
13710;279;1;2;Apartment;North Coast;Nasr City;Beverly Hills;31.43801601;30.85806662;1;2026;32689;9120231;49.62680719;0.91;8999997;594;9120231;37500;3600;47.23857692;193067.4375
13711;161;1;3;Apartment;North Coast;Heliopolis;;31.29630978;31.45564792;11;2025;39309;6328749;21.28390152;0.39;6070955;594;6328749;37500;3600;47.37608;133585.3241
13712;322;4;2;Villa;Giza;Sheikh Zayed;;30.32884158;31.34118908;9;2025;30945;9964290;84.52501017;0.79;11786776;151;9964290;37500;3600;48.24915385;206517.4041
13713;330;4;1;Apartment;North Coast;6th October;Marassi;30.21259866;30.11755382;10;2024;38782;12798060;63.72366276;0.82;13807255;336;12798060;37500;3600;48.57340741;263478.7363
13714;283;4;2;Villa;Cairo;6th October;Madinaty;30.62158987;30.6546557;3;2026;36729;10394307;30.1482215;0.06;11562652;197;10394307;37500;3600;51.898;200283.3828
13715;198;5;2;Apartment;North Coast;Maadi;Marassi;30.91376861;31.20878254;1;2026;9402;1861596;74.59015488;0.19;1992021;454;1861596;37500;3600;47.23857692;39408.38444
13716;339;1;3;Villa;North Coast;Nasr City;Mountain View;31.37542302;29.82223213;11;2024;19945;6761355;12.25463274;0.74;6473239;192;6761355;37500;3600;49.38453846;136912.3862
13717;345;3;1;Apartment;Giza;6th October;;30.84265454;31.70992653;8;2024;28708;9904260;75.99869531;0.59;8479041;216;9904260;37500;3600;48.92444444;202439.9073
13718;309;3;3;Apartment;North Coast;New Cairo;Mountain View;31.22139791;30.50635726;4;2024;18634;5757906;80.44719813;0.16;5691131;536;5757906;37500;3600;47.82165385;120403.7405
13719;381;1;3;Apartment;Giza;6th October;Beverly Hills;30.98332486;30.6337398;1;2026;22978;8754618;3.007606329;0.74;8279440;110;8754618;37500;3600;47.23857692;185327.7251
13720;376;2;3;Chalet;Alexandria;Maadi;Marassi;29.97258917;31.67435729;9;2024;22810;8576560;80.84486099;0.81;7090204;455;8576560;37500;3600;48.46972;176946.7618
13721;137;5;2;Villa;Alexandria;Sheikh Zayed;Madinaty;31.31603539;29.93065607;2;2024;14906;2042122;39.41444265;0.52;1947696;547;2042122;37500;3600;30.89584;66096.98911
13722;356;3;1;Villa;North Coast;Maadi;Mountain View;30.13921365;29.58882391;11;2024;39403;14027468;6.634294871;0.97;14314570;453;14027468;37500;3600;49.38453846;284045.7446
13723;397;4;1;Apartment;Alexandria;Maadi;Rehab;30.4232999;30.21508528;11;2025;11505;4567485;51.6233219;0.33;4694419;330;4567485;37500;3600;47.37608;96409.09505
13724;366;2;3;Apartment;Giza;Nasr City;Rehab;31.22844491;29.87557436;1;2025;32491;11891706;43.69733876;0.76;14247339;344;11891706;37500;3600;50.47022222;235618.2612
13725;72;4;1;Apartment;Alexandria;Heliopolis;;31.46466191;31.9639679;1;2026;38748;2789856;84.5894053;0.97;2658648;540;2789856;37500;3600;47.23857692;59058.84939
13726;141;2;1;Chalet;Cairo;New Cairo;Rehab;30.32804004;30.91542268;2;2026;34006;4794846;83.60021303;0.08;4426105;488;4794846;37500;3600;47.20795833;101568.595
13727;68;2;3;Apartment;Alexandria;New Cairo;Beverly Hills;30.45147883;30.91131092;9;2024;19028;1293904;52.57147029;0.68;1351933;489;1293904;37500;3600;48.46972;26695.09954
13728;272;5;2;Apartment;Alexandria;Heliopolis;Madinaty;30.62554319;31.48527844;8;2025;38663;10516336;79.19449907;0.18;11268658;100;10516336;37500;3600;48.49023077;216875.3548
13729;107;4;3;Villa;Giza;Nasr City;Madinaty;30.6465858;30.14628964;4;2025;21667;2318369;102.8249215;0.18;1905324;212;2318369;37500;3600;50.99584;45461.92395
13730;108;4;3;Chalet;Alexandria;Nasr City;Palm Hills;31.07563734;30.80669512;2;2024;31060;3354480;7.858916747;0.3;2737953;271;3354480;37500;3600;30.89584;108573.8404
13731;368;3;2;Villa;North Coast;6th October;Palm Hills;31.18910185;29.85536708;11;2025;26583;9782544;18.81509823;0.8;8834733;543;9782544;37500;3600;47.37608;206486.9867
13732;99;1;2;Chalet;Cairo;Heliopolis;Beverly Hills;31.48476092;29.73373242;9;2026;25035;2478465;56.6385321;0.69;2196359;587;2478465;37500;3600;;
13733;339;1;2;Chalet;Alexandria;New Cairo;Beverly Hills;31.16718882;30.59925479;8;2024;28015;9497085;101.1320114;0.79;11002201;330;9497085;37500;3600;48.92444444;194117.3805
13734;285;3;2;Villa;Alexandria;Maadi;Rehab;30.30962841;31.7822373;12;2025;28690;8176650;61.24914489;0.01;9497295;543;8176650;37500;3600;47.55866667;171927.6543
13735;167;2;3;Villa;North Coast;Heliopolis;;30.4088561;30.60266952;11;2025;21330;3562110;22.76064947;0.26;3703279;262;3562110;37500;3600;47.37608;75187.94295
13736;304;3;2;Chalet;Cairo;6th October;Beverly Hills;30.8506983;30.6293267;5;2024;33776;10267904;113.7177045;0.52;11865950;153;10267904;37500;3600;47.291;217121.7356
13737;314;3;1;Chalet;Cairo;New Cairo;Marassi;30.96728457;31.66275242;10;2025;20194;6340916;27.66108823;0.55;5280636;126;6340916;37500;3600;47.58140741;133264.5742
13738;92;4;3;Apartment;Alexandria;Heliopolis;Marassi;29.9529353;30.21510301;10;2026;15011;1381012;99.54478854;0.61;1289713;94;1381012;37500;3600;;
13739;82;3;3;Apartment;Giza;Sheikh Zayed;Rehab;30.38425301;30.72468221;10;2026;28484;2335688;119.9207389;0.46;2122886;102;2335688;37500;3600;;
13740;392;2;2;Villa;Cairo;Maadi;;30.14453346;29.91102007;11;2025;21819;8553048;73.64725096;0.44;7171159;460;8553048;37500;3600;47.37608;180535.1561
13741;113;1;2;Chalet;Cairo;Heliopolis;Palm Hills;30.66334417;31.6154407;2;2024;8714;984682;23.99451153;0.93;1016483;136;984682;37500;3600;30.89584;31871.02212
13742;368;5;1;Villa;Giza;Maadi;Madinaty;30.086786;29.59298389;10;2024;36613;13473584;60.36541953;0.68;13903504;167;13473584;37500;3600;48.57340741;277386.0167
13743;108;3;2;Apartment;Cairo;6th October;Marassi;30.78726045;30.53278063;3;2024;17304;1868832;81.84507887;0.59;1844514;126;1868832;37500;3600;44.53108;41966.91389
13744;137;3;3;Apartment;Cairo;New Cairo;Madinaty;30.59440405;30.19145182;8;2026;11891;1629067;17.49046;0.07;1893556;261;1629067;37500;3600;;
13745;395;4;2;Apartment;Giza;Nasr City;Rehab;30.48667046;30.14316463;12;2026;14391;5684445;117.229129;0.76;5763922;441;5684445;37500;3600;;
13746;181;4;1;Chalet;Alexandria;Sheikh Zayed;Madinaty;30.90321991;30.1104625;8;2025;31371;5678151;114.9195741;0.79;5790572;522;5678151;37500;3600;48.49023077;117098.8653
13747;149;3;3;Villa;Giza;Maadi;Marassi;30.50774682;30.42381719;7;2026;30863;4598587;61.20723428;1;3683416;316;4598587;37500;3600;;
13748;252;3;3;Chalet;North Coast;Nasr City;;30.47875028;31.75373292;9;2024;9614;2422728;98.10120933;0.21;2373377;436;2422728;37500;3600;48.46972;49984.36137
13749;303;2;2;Chalet;North Coast;Nasr City;;30.906907;31.27191544;7;2025;18994;5755182;118.8661786;0.62;5016483;362;5755182;37500;3600;49.29022222;116761.1291
13750;208;1;1;Apartment;Alexandria;Nasr City;Beverly Hills;29.89738668;31.72357795;10;2026;9449;1965392;80.57824687;0.44;1979431;574;1965392;37500;3600;;
13751;205;1;1;Apartment;North Coast;Nasr City;Palm Hills;30.53522003;29.99111161;3;2024;22573;4627465;70.9385194;0.6;4831736;86;4627465;37500;3600;44.53108;103915.4002
13752;375;5;2;Villa;North Coast;6th October;Marassi;30.13218089;31.62281436;1;2026;20522;7695750;73.40306268;0.69;8281598;401;7695750;37500;3600;47.23857692;162912.4013
13753;200;1;3;Chalet;Cairo;Heliopolis;;29.865574;30.57464444;3;2024;33202;6640400;64.39777877;0.72;7116636;280;6640400;37500;3600;44.53108;149118.3237
13754;345;5;3;Villa;Cairo;Heliopolis;Mountain View;29.85896062;31.95266476;2;2024;13760;4747200;108.6834997;0.32;4333309;442;4747200;37500;3600;30.89584;153651.7538
13755;398;4;3;Villa;Alexandria;Maadi;Madinaty;30.08495516;30.98413149;6;2025;27572;10973656;17.48313525;0.72;11078949;418;10973656;37500;3600;49.96068;219645.8495
13756;170;5;2;Villa;North Coast;Nasr City;;30.53769995;30.71842652;5;2025;25505;4335850;58.27852091;0.22;4463302;307;4335850;37500;3600;50.23519231;86311.0063
13757;167;5;3;Villa;North Coast;Nasr City;Madinaty;30.76338746;31.81302897;10;2024;33377;5573959;2.796010717;0;6346259;128;5573959;37500;3600;48.57340741;114753.3043
13758;340;1;3;Apartment;Giza;New Cairo;Madinaty;31.15302879;30.45330845;11;2024;16044;5454960;107.0143553;0.92;5043025;104;5454960;37500;3600;49.38453846;110458.8636
13759;109;3;2;Villa;Cairo;Maadi;Rehab;30.83307676;31.37186231;9;2026;14262;1554558;38.23278054;0.87;1340235;255;1554558;37500;3600;;
13760;73;4;3;Apartment;Giza;Heliopolis;Rehab;30.68409462;30.68342902;8;2026;14503;1058719;57.27311789;0.66;1128338;378;1058719;37500;3600;;
13761;193;2;2;Villa;North Coast;Sheikh Zayed;Marassi;29.86182321;31.33402952;5;2025;24606;4748958;77.01581268;0.79;5248179;489;4748958;37500;3600;50.23519231;94534.48433
13762;135;5;1;Apartment;Alexandria;Nasr City;Palm Hills;30.30642936;30.18921361;2;2026;26231;3541185;15.4771079;0.41;4195190;496;3541185;37500;3600;47.20795833;75012.45817
13763;143;5;1;Villa;North Coast;6th October;Mountain View;30.97686038;30.51671196;10;2025;19316;2762188;90.50897144;0.11;2724849;149;2762188;37500;3600;47.58140741;58051.83475
13764;217;5;2;Chalet;Alexandria;Heliopolis;Palm Hills;30.25987462;30.36332873;12;2025;31354;6803818;61.4040003;0.67;7448416;272;6803818;37500;3600;47.55866667;143061.5801
13765;345;3;2;Chalet;Alexandria;Nasr City;Beverly Hills;30.81037777;31.67206293;6;2025;9660;3332700;8.911227885;0.71;3338714;160;3332700;37500;3600;49.96068;66706.45796
13766;373;2;2;Apartment;Giza;Nasr City;Palm Hills;30.82663183;31.8214036;10;2026;34953;13037469;19.08978944;0.86;11130392;51;13037469;37500;3600;;
13767;153;1;3;Apartment;North Coast;Heliopolis;Mountain View;30.31871727;31.33880315;5;2025;27400;4192200;71.595133;0.29;4892364;205;4192200;37500;3600;50.23519231;83451.45718
13768;356;4;3;Villa;Giza;Nasr City;Rehab;30.77171109;31.55397076;4;2025;12587;4480972;52.41067957;0.82;4705896;257;4480972;37500;3600;50.99584;87869.36346
13769;153;3;2;Chalet;North Coast;Maadi;Madinaty;29.99375493;30.3847251;8;2026;33270;5090310;109.1853945;0.81;4135040;342;5090310;37500;3600;;
13770;116;2;2;Villa;Alexandria;Maadi;;31.03585122;29.87663717;8;2026;29061;3371076;80.15021994;0.13;3302919;471;3371076;37500;3600;;
13771;223;4;3;Apartment;Cairo;Nasr City;Rehab;29.83829707;31.21646043;8;2025;9406;2097538;71.80684001;0.19;1871714;334;2097538;37500;3600;48.49023077;43256.91932
13772;379;1;3;Villa;North Coast;6th October;Madinaty;29.86005248;31.09326261;5;2025;29012;10995548;87.1636763;0.24;12700291;540;10995548;37500;3600;50.23519231;218881.3757
13773;157;4;2;Chalet;Alexandria;Sheikh Zayed;;31.27943924;30.15941454;6;2024;18869;2962433;62.15801034;0.5;2932664;244;2962433;37500;3600;47.71948;62080.16097
13774;75;5;3;Chalet;Cairo;New Cairo;Madinaty;30.78648824;31.78095277;3;2026;33884;2541300;58.22773111;0.17;2503695;576;2541300;37500;3600;51.898;48967.2049
13775;137;5;3;Chalet;North Coast;Sheikh Zayed;Rehab;30.07695404;30.39387494;6;2024;9369;1283553;117.4624269;0.21;1189724;448;1283553;37500;3600;47.71948;26897.88321
13776;131;3;1;Chalet;Cairo;Heliopolis;Palm Hills;30.82278491;31.53805202;3;2024;39039;5114109;108.0087577;0.22;4182657;166;5114109;37500;3600;44.53108;114843.5879
13777;329;4;2;Chalet;North Coast;6th October;Madinaty;30.42874148;29.82272416;8;2026;26146;8602034;22.26780893;0.15;7848728;476;8602034;37500;3600;;
13778;346;5;2;Apartment;North Coast;Heliopolis;Rehab;30.25877531;30.21683663;12;2024;9942;3439932;25.24352064;0.07;3518080;216;3439932;37500;3600;50.57423077;68017.48534
13779;125;3;3;Villa;Cairo;Heliopolis;Palm Hills;31.179252;31.03604926;9;2026;29487;3685875;32.48217303;0.24;3430346;277;3685875;37500;3600;;
13780;127;3;1;Villa;Giza;Heliopolis;Mountain View;30.61142461;30.10483217;11;2024;9560;1214120;87.90456273;0.39;998104;505;1214120;37500;3600;49.38453846;24585.02272
13781;252;3;2;Villa;Cairo;Heliopolis;Madinaty;30.29890427;31.89124452;5;2026;26529;6685308;112.3705629;0.63;7443315;105;6685308;37500;3600;;
13782;114;1;2;Apartment;Cairo;6th October;Palm Hills;31.40428069;30.87890856;9;2024;12488;1423632;15.91720266;0.06;1456066;133;1423632;37500;3600;48.46972;29371.57467
13783;227;5;3;Apartment;Alexandria;Sheikh Zayed;Madinaty;30.08054286;31.32863541;8;2026;20908;4746116;119.4097943;0.26;4160263;428;4746116;37500;3600;;
13784;84;5;2;Apartment;Cairo;Sheikh Zayed;;30.04141303;30.90373603;11;2025;39879;3349836;39.57477041;0.39;3419885;415;3349836;37500;3600;47.37608;70707.32741
13785;190;2;3;Apartment;North Coast;Heliopolis;Beverly Hills;29.96541656;30.51690464;8;2024;30771;5846490;41.94157277;0.38;6296289;179;5846490;37500;3600;48.92444444;119500.3861
13786;384;1;1;Villa;North Coast;Nasr City;Palm Hills;30.01153836;31.5553717;11;2026;20351;7814784;64.46289539;0.88;8310925;181;7814784;37500;3600;;
13787;161;5;1;Chalet;Cairo;Sheikh Zayed;Mountain View;30.22973482;29.55657488;2;2025;32224;5188064;12.49648508;0.13;5482144;445;5188064;37500;3600;50.49095833;102752.3377
13788;341;5;2;Chalet;Alexandria;Heliopolis;Madinaty;30.98745703;30.56698806;8;2026;27155;9259855;110.862852;0.13;7990027;169;9259855;37500;3600;;
13789;355;2;3;Apartment;North Coast;Sheikh Zayed;;30.94215828;31.70279814;5;2026;27249;9673395;3.308556802;0.1;7869262;535;9673395;37500;3600;;
13790;353;4;1;Villa;Giza;Nasr City;Rehab;31.09788487;29.71282055;11;2024;29136;10285008;1.840738678;0.43;8850811;502;10285008;37500;3600;49.38453846;208263.7263
13791;322;4;2;Villa;Cairo;6th October;Beverly Hills;30.77847071;30.01863001;6;2025;14073;4531506;116.4911548;0.03;4602337;358;4531506;37500;3600;49.96068;90701.44762
13792;179;1;2;Apartment;Giza;Maadi;Beverly Hills;30.6374383;31.90156216;9;2025;12751;2282429;48.82188685;0.05;2346143;354;2282429;37500;3600;48.24915385;47305.05756
13793;290;3;2;Villa;Alexandria;Nasr City;Beverly Hills;30.53420282;31.89741855;2;2025;37134;10768860;30.4940919;0.99;11504566;373;10768860;37500;3600;50.49095833;213282.9393
13794;350;2;3;Chalet;Giza;Sheikh Zayed;Palm Hills;31.28689388;30.46137471;10;2025;31436;11002600;33.87774967;0.31;10791013;328;11002600;37500;3600;47.58140741;231237.3803
13795;220;2;3;Apartment;Cairo;New Cairo;Mountain View;30.38395852;31.38065991;1;2026;39428;8674160;59.7388104;0.55;10239125;339;8674160;37500;3600;47.23857692;183624.4986
13796;220;5;1;Villa;Giza;Sheikh Zayed;Madinaty;31.31558704;31.06450806;2;2025;13477;2964940;107.4776214;0.09;2875634;171;2964940;37500;3600;50.49095833;58722.19696
13797;137;5;3;Villa;North Coast;New Cairo;Mountain View;30.26841747;30.7325292;2;2026;11213;1536181;89.88290161;0.45;1542173;591;1536181;37500;3600;47.20795833;32540.72098
13798;97;2;3;Villa;Giza;Nasr City;Mountain View;30.06744287;31.53483289;8;2025;25648;2487856;21.61390676;0.45;2558313;275;2487856;37500;3600;48.49023077;51306.3345
13799;87;3;2;Apartment;Alexandria;Maadi;;30.23374233;31.12716058;11;2025;21683;1886421;41.71919418;0.77;2003477;466;1886421;37500;3600;47.37608;39818.0052
13800;159;4;2;Chalet;Alexandria;Maadi;Madinaty;30.64834429;29.7276476;7;2024;17105;2719695;51.4870696;0.88;2195726;422;2719695;37500;3600;48.17374074;56455.96456
13801;353;1;1;Villa;Alexandria;New Cairo;Madinaty;31.37400906;31.59904789;2;2025;39777;14041281;118.7011824;0.35;14222241;125;14041281;37500;3600;50.49095833;278094.9592
13802;183;4;2;Apartment;North Coast;6th October;Palm Hills;30.10142633;30.18609212;2;2024;36874;6747942;93.69944905;0.14;7562888;65;6747942;37500;3600;30.89584;218409.404
13803;151;1;2;Apartment;Alexandria;New Cairo;;30.78583282;31.08239917;9;2024;10849;1638199;59.31869031;0.23;1500227;315;1638199;37500;3600;48.46972;33798.40032
13804;314;3;2;Villa;North Coast;New Cairo;Beverly Hills;30.17012597;31.43861287;2;2025;21288;6684432;30.4514607;0.37;6280016;65;6684432;37500;3600;50.49095833;132388.6934
13805;156;2;3;Apartment;Alexandria;Heliopolis;Rehab;30.95199678;31.74411068;9;2024;32783;5114148;19.58151278;0.13;5111268;468;5114148;37500;3600;48.46972;105512.225
13806;65;3;2;Chalet;Alexandria;Nasr City;Beverly Hills;30.59055957;31.81313369;6;2025;26599;1728935;21.36897857;0.14;1624937;257;1728935;37500;3600;49.96068;34605.91409
13807;228;2;1;Chalet;Alexandria;Sheikh Zayed;Beverly Hills;31.04701413;31.81450043;11;2026;38549;8789172;40.63659625;0.13;7648736;582;8789172;37500;3600;;
13808;330;5;1;Apartment;North Coast;6th October;;31.25538498;31.1429404;1;2024;35234;11627220;63.78730582;0.2;12222979;103;11627220;37500;3600;30.88973077;376410.5323
13809;167;1;2;Villa;Alexandria;Heliopolis;Mountain View;30.36906446;31.0604465;10;2024;14295;2387265;21.29607281;0.31;2821311;306;2387265;37500;3600;48.57340741;49147.57122
13810;358;5;2;Chalet;North Coast;Heliopolis;Beverly Hills;31.39492089;29.53689514;6;2025;23889;8552262;88.47038512;0.67;8209742;291;8552262;37500;3600;49.96068;171179.8558
13811;106;2;1;Villa;North Coast;New Cairo;Madinaty;30.59631775;29.71137132;1;2026;24750;2623500;112.3275441;0.47;2605759;280;2623500;37500;3600;47.23857692;55537.23611
13812;158;1;3;Apartment;North Coast;Nasr City;Mountain View;31.3922783;30.48146308;11;2026;9217;1456286;63.75434255;0.56;1209953;221;1456286;37500;3600;;
13813;73;1;2;Chalet;Giza;Heliopolis;;30.19205861;31.48212772;6;2025;22224;1622352;44.47783999;0.55;1541134;412;1622352;37500;3600;49.96068;32472.57643
13814;253;5;1;Villa;Alexandria;6th October;Beverly Hills;31.32504578;30.98016032;1;2026;21025;5319325;84.17650464;0.97;5322772;405;5319325;37500;3600;47.23857692;112605.5302
13815;216;1;3;Apartment;North Coast;Maadi;Palm Hills;30.36721621;30.08811532;6;2025;17728;3829248;83.17601904;0.53;3404605;587;3829248;37500;3600;49.96068;76645.23381
13816;213;2;1;Villa;Giza;Maadi;Palm Hills;31.0762763;29.80721105;10;2026;17111;3644643;98.12366265;0.58;4337528;93;3644643;37500;3600;;
13817;174;2;3;Chalet;Cairo;Nasr City;Palm Hills;31.4459106;30.67051062;3;2026;14042;2443308;112.0382841;0.77;1981529;424;2443308;37500;3600;51.898;47079.03965
13818;317;5;1;Apartment;North Coast;6th October;Rehab;31.35067531;31.78235902;6;2026;39989;12676513;41.69057367;0.64;14531312;466;12676513;37500;3600;;
13819;204;3;1;Apartment;North Coast;Sheikh Zayed;Marassi;30.58821303;29.6328301;3;2026;24205;4937820;16.4773226;0.12;5121550;468;4937820;37500;3600;51.898;95144.70693
13820;350;2;3;Villa;Alexandria;Nasr City;Marassi;30.38633202;30.6566091;12;2025;39207;13722450;108.768958;0.07;13034179;225;13722450;37500;3600;47.55866667;288537.3153
13821;69;2;2;Villa;North Coast;Heliopolis;Beverly Hills;30.84148222;29.64758562;10;2025;11329;781701;22.83059736;0.05;730177;479;781701;37500;3600;47.58140741;16428.70698
13822;273;1;1;Apartment;Cairo;Heliopolis;;30.99987589;30.12520517;6;2025;37578;10258794;43.14770086;0.37;8382455;74;10258794;37500;3600;49.96068;205337.3573
13823;292;1;2;Chalet;North Coast;Sheikh Zayed;Marassi;30.7184194;31.88450663;11;2025;31391;9166172;51.17785206;0.24;8074445;147;9166172;37500;3600;47.37608;193476.7925
13824;230;2;1;Chalet;North Coast;New Cairo;Rehab;31.24240895;29.76169121;6;2024;38980;8965400;103.3124232;0.86;8886653;395;8965400;37500;3600;47.71948;187877.1521
13825;80;5;3;Villa;Alexandria;Sheikh Zayed;Rehab;29.89905404;29.62711134;7;2025;16793;1343440;70.53124925;0.89;1530381;152;1343440;37500;3600;49.29022222;27255.70994
13826;74;3;2;Villa;North Coast;Nasr City;Mountain View;30.81938388;29.71791927;6;2025;12389;916786;72.14254749;0.45;1027234;103;916786;37500;3600;49.96068;18350.15056
13827;185;1;3;Villa;Cairo;6th October;Mountain View;30.69291289;31.22921591;6;2024;23622;4370070;92.6896395;0.51;4476160;229;4370070;37500;3600;47.71948;91578.32399
13828;272;1;3;Chalet;Giza;Sheikh Zayed;Palm Hills;29.8669187;29.53038048;6;2025;39330;10697760;119.7850618;0.19;9747123;92;10697760;37500;3600;49.96068;214123.5868
13829;247;3;2;Chalet;Alexandria;New Cairo;Rehab;29.82160898;30.48414101;9;2025;21403;5286541;115.7640908;0.07;5042287;235;5286541;37500;3600;48.24915385;109567.5381
13830;231;1;2;Villa;Giza;6th October;Beverly Hills;30.83042054;31.88335747;7;2026;16651;3846381;16.54639909;0.27;3106143;509;3846381;37500;3600;;
13831;306;5;2;Villa;Cairo;Maadi;Marassi;30.00059799;29.67217568;8;2026;35544;10876464;118.161394;0.25;12045692;149;10876464;37500;3600;;
13832;64;1;3;Apartment;North Coast;Maadi;Marassi;31.10650352;31.83017097;2;2025;33598;2150272;87.19973075;0.58;2471083;65;2150272;37500;3600;50.49095833;42587.26851
13833;290;1;3;Apartment;Giza;6th October;Mountain View;31.4137231;29.79386796;3;2024;34594;10032260;76.71471703;0.31;8700419;98;10032260;37500;3600;44.53108;225286.6986
13834;260;2;3;Apartment;Alexandria;Heliopolis;Palm Hills;30.10160762;29.81946506;2;2024;8478;2204280;48.18474232;0.15;2493591;402;2204280;37500;3600;30.89584;71345.52742
13835;208;5;2;Apartment;Giza;Heliopolis;Palm Hills;31.1575762;31.01207397;11;2025;27597;5740176;119.0677607;0.93;6174737;221;5740176;37500;3600;47.37608;121161.9028
13836;131;5;1;Villa;North Coast;Nasr City;Beverly Hills;30.80541192;30.10984621;5;2025;10793;1413883;38.5470264;0.05;1664505;290;1413883;37500;3600;50.23519231;28145.26898
13837;285;2;2;Chalet;Giza;Sheikh Zayed;Madinaty;30.56149762;29.50762771;8;2024;36728;10467480;113.8477073;0.65;9369528;353;10467480;37500;3600;48.92444444;213951.944
13838;133;4;1;Chalet;Cairo;Sheikh Zayed;;30.90550712;31.37369355;5;2026;26589;3536337;43.35661145;0.33;3881512;291;3536337;37500;3600;;
13839;366;3;3;Apartment;North Coast;Heliopolis;Rehab;31.16397484;30.42713222;12;2024;23526;8610516;17.89875013;0.66;8918687;455;8610516;37500;3600;50.57423077;170255.0067
13840;228;5;1;Chalet;North Coast;6th October;Marassi;31.45009695;31.77031275;2;2026;27384;6243552;75.90795143;0.45;7414266;428;6243552;37500;3600;47.20795833;132256.3445
13841;308;4;2;Apartment;North Coast;Sheikh Zayed;Beverly Hills;30.92283853;30.19522035;2;2025;11605;3574340;105.590442;0.98;3849664;433;3574340;37500;3600;50.49095833;70791.68465
13842;339;3;2;Villa;Cairo;Maadi;Marassi;31.06978129;31.17327077;10;2024;25724;8720436;113.7746461;0.17;8645264;105;8720436;37500;3600;48.57340741;179531.074
13843;211;5;2;Apartment;Alexandria;6th October;Mountain View;30.83278233;30.31594202;2;2026;15968;3369248;98.48495889;0.16;3626221;513;3369248;37500;3600;47.20795833;71370.33922
13844;283;1;1;Chalet;Cairo;Heliopolis;Mountain View;30.76057689;29.87084008;4;2025;39359;11138597;48.26611174;0.29;13352736;115;11138597;37500;3600;50.99584;218421.6791
13845;284;5;2;Chalet;North Coast;Sheikh Zayed;Rehab;29.91012922;31.93709139;10;2026;39668;11265712;93.24187259;0.24;12588305;63;11265712;37500;3600;;
13846;97;3;1;Chalet;North Coast;New Cairo;Beverly Hills;30.06362623;30.97044024;5;2024;9181;890557;3.617664061;0.73;1048321;209;890557;37500;3600;47.291;18831.4267
13847;103;4;3;Villa;Giza;Heliopolis;;30.44472981;31.59931535;6;2025;11627;1197581;22.86168547;0.51;1419543;217;1197581;37500;3600;49.96068;23970.47038
13848;244;1;1;Apartment;Cairo;Heliopolis;Beverly Hills;30.90415607;30.12546016;7;2025;37691;9196604;69.23709423;0.44;10324250;398;9196604;37500;3600;49.29022222;186580.6966
13849;300;3;3;Villa;Alexandria;Nasr City;Mountain View;29.92885015;30.48301856;8;2025;37783;11334900;34.7899449;0.42;10040889;434;11334900;37500;3600;48.49023077;233756.3633
13850;390;3;1;Villa;North Coast;New Cairo;Beverly Hills;30.72544136;30.69222116;5;2026;19579;7635810;81.14064168;0.59;8581741;413;7635810;37500;3600;;
13851;269;5;3;Apartment;Cairo;Heliopolis;Mountain View;29.82241025;31.07408752;3;2026;35862;9646878;82.89247302;0.99;8028704;254;9646878;37500;3600;51.898;185881.4983
13852;82;2;2;Chalet;North Coast;New Cairo;Marassi;31.10235887;30.4871713;5;2025;9799;803518;74.29887371;0.63;766259;318;803518;37500;3600;50.23519231;15995.12141
13853;183;2;1;Chalet;Alexandria;Sheikh Zayed;Rehab;30.93378675;30.11846707;1;2026;16832;3080256;85.03848334;0.83;3669180;587;3080256;37500;3600;47.23857692;65206.36735
13854;145;1;3;Chalet;Alexandria;6th October;Marassi;30.68514798;29.97469828;7;2026;27506;3988370;38.01073742;0.63;4003240;436;3988370;37500;3600;;
13855;102;3;2;Chalet;Giza;Maadi;Marassi;30.7709425;30.99817208;12;2025;13551;1382202;26.89054434;0.83;1399092;378;1382202;37500;3600;47.55866667;29063.094
13856;99;4;2;Villa;Giza;6th October;Mountain View;31.38569081;30.11913965;8;2024;9647;955053;2.261173638;0.53;1041950;233;955053;37500;3600;48.92444444;19520.97793
13857;362;1;3;Apartment;Giza;Sheikh Zayed;;31.34138415;30.49151883;6;2024;9342;3381804;79.23744017;0.09;3108339;303;3381804;37500;3600;47.71948;70868.41684
13858;228;1;3;Apartment;Alexandria;Sheikh Zayed;Marassi;31.14767739;29.58669773;6;2026;18436;4203408;70.66493918;0.41;3438184;272;4203408;37500;3600;;
13859;234;5;1;Apartment;Cairo;Maadi;Rehab;30.3715848;30.14109961;9;2024;11660;2728440;40.56428132;0.96;2412073;459;2728440;37500;3600;48.46972;56291.6394
13860;79;4;3;Villa;Cairo;New Cairo;Mountain View;29.98231968;30.70750221;7;2025;21879;1728441;42.30815464;0.77;1926047;450;1728441;37500;3600;49.29022222;35066.61001
13861;168;3;3;Chalet;Alexandria;New Cairo;Rehab;30.34643372;31.49012232;8;2025;36319;6101592;26.1690441;0.68;5772533;541;6101592;37500;3600;48.49023077;125831.3665
13862;252;3;2;Chalet;Alexandria;6th October;Palm Hills;31.07833583;30.43262428;6;2026;26520;6683040;41.94585004;0.16;5680363;228;6683040;37500;3600;;
13863;303;3;3;Apartment;Cairo;Nasr City;Rehab;30.83870126;30.23790034;5;2026;32487;9843561;37.02006585;0.08;10370237;252;9843561;37500;3600;;
